4.25,3.5,3.5
2.6,2,2.4
4.875,4.375,4.375
4.625,4.6667,4.4167
4.8,4.8,4.4
4.7434,4.7434,4.5658
5,5,5
4.5183,4.5437,4.5746
4.8,4.6,4.8
4.4348,3.6522,3.9565
5,3.8333,3.6667
5,4.5,4.5
4,3.8,4
5,4.6429,4.8571
4.9423,4.6154,4.7308
4.6949,4.2542,4.4576
4.3333,5,4.3333
4.8571,4.3571,4.7143
4.68,4.52,4.344
4.5385,4.0769,4.2308
4.913,4.0435,4.3913
4.8696,3.9565,4.4783
5,4.6429,4.8571
4.75,3.5,4
4.9412,4.8824,4.9412
5,5,5
5,4.5,4.5
5,4,4.6667
4.8571,4.0357,3.8214
5,3.6667,5
5,4.1667,4.3333
5,4.5714,4.7857
4.6667,4.5,4.4444
4.7,3.5,4.1
5,5,5
4.5,4,4
5,5,5
5,5,5
4.6667,4.3333,3.3333
4.869,4.3333,4.4881
4.7778,4.6667,4.4444
4.831,4.7324,4.6479
4.8692,4.8538,4.8308
4.675,4.55,4.225
4.8519,4.037,4.2099
4.8529,4.3824,4.3529
4.6497,4.8599,4.828
4.5806,3.9355,4.2581
4.5,4,4.25
4.9167,4.75,4.9167
5,4.5833,4.4167
4.5,5,5
4.875,4.25,4.375
4.3333,4.8333,4.6667
4.6667,4.8667,4.8667
5,4.4,4.8
4.8485,4.1515,4.3636
4.6,4.6,4.6
4.8519,4.4815,4.4074
5,4,4.5
5,3,3.8182
4.6667,4,4
4.7,4.3,4.7
5,3.5,4.5
5,4.75,4.875
4.75,4.75,4.5
4.7778,4.6667,4.7222
4.8696,3.913,4
4.8205,4.1538,4.4359
4.8182,4.4545,4.5455
4.875,4.25,4.625
5,5,5
4.5556,3.8889,3.9444
5,3,3
4.5,4,4.5
4.86,4.84,4.56
3,1,2
4.6667,3.6667,3
4.4545,3.6364,4.0909
5,5,4
4.6667,4.3333,4.6667
5,4.6667,5
3.8,3,2.8
5,5,4.2
5,5,5
3,1,2
4.5,4.7,4.6
4.7222,4.3889,4.7778
5,4,4.5
4.7969,4.6406,4.4063
4.5476,4.1429,4.1429
4.9167,4.1667,4.6667
1,1,1
4.8,4.4,4.2
4.1667,4.4167,4.3333
5,3.5,4.5
3.8571,4.2857,4.1429
3.5,3,3
5,5,5
5,5,4
5,5,5
4.6667,4,4
4,3,4
4.8387,4.7419,4.7097
4.75,4.5,4.25
5,4.8,5
4.25,2.75,3.25
4.5,4.5,4.5
4.8,4.16,4.44
4.8571,3.8571,4.2143
5,5,5
4.5556,4.8889,4.6667
4.6667,5,4.6667
4.8623,4.7971,4.7971
5,4.2308,4.4615
4.5714,4.2143,4.2857
4.8333,4.5,4.6667
4.7692,4.6154,4.5385
4.3846,3.7692,4.0769
5,5,5
5,5,5
4.9412,4.5294,4.7647
4.5556,4.6667,4.7778
5,5,4.8333
4.8333,4.1667,4.1667
5,5,5
4.4286,4.2857,3.5714
3,2,1
4.6,4.4,4.3
4.7143,4.4286,4.4286
4.625,4,4.125
5,1.5,2.25
4.8485,4.9697,4.9091
5,4,5
4.625,4.5,4.5
5,4,4
4.8182,4.5909,4.7909
5,4.6667,4.6667
5,5,5
4.625,4.375,4.5
5,4.3077,4.6154
5,5,5
4.8148,4.2963,4.5185
4.8261,4.5942,4.5725
4.6154,4.3077,4.6154
5,4.5714,5
5,4.875,4.875
4.6667,4.5,4.6667
4.6429,4.7143,4.5714
4.8,4,4.2
5,3.6818,4.4545
5,4.3333,5
4.8,4.6,4.8
5,4.5,4.5
4.1333,4.6667,4.4
4.5,4.5,4.5
4.5714,4.1429,4.4286
5,4.6471,4.6471
4.9444,4.0556,4.6111
4.8182,4.7273,4.4545
5,4.4286,4.4286
4.6216,4.2703,4.0541
4.75,4.75,4.25
5,5,5
5,5,5
4.2,2.6,3
5,5,5
2,2,2
4.8793,4.6897,4.6552
4.52,4.52,4.48
5,4.7143,4.8571
4.8,4.4,4.2
4.7273,4.2727,4.3636
4.3509,4.4211,4
4.6957,4,4.1087
4.3333,4.3333,4.3333
5,3.5,4
4.75,3.75,4.25
4,4.75,4.375
4.7647,4.0882,4.3824
4.9111,4.6,4.7556
4.5,3,4
5,5,5
5,5,4.75
5,4,4.25
4,1,2
5,5,5
4.9167,4.3333,4.6667
5,4.2222,4.8889
5,4.6667,5
4.875,4.5,4.5
4.6667,4.6667,4.7778
4.6667,2.6667,3.5
4.5,5,4.5
4.875,4.625,4.75
4.9063,4.125,4.6875
5,4.75,5
5,4.625,4.75
5,5,5
5,5,5
4.4444,4.8889,4.7778
4.6296,4.8148,4.8148
4.125,3.5,3.625
4.8765,4.3704,4.1235
4.625,4.125,4.625
5,5,5
4.7692,4.3654,4.5385
4.7059,4.2941,4.6471
4.8125,4.0625,4.25
4.875,2.625,3.75
4.8571,5,4.9286
4.6667,3.8333,3.8333
5,4.8889,4.8889
4.7143,5,4.8571
4.9259,4.5802,4.7531
4.7857,4.7857,4.9286
5,3.2222,4.2222
5,5,5
5,4,4.5
5,5,4.6667
4.4,4.4,3.4
4.8889,4.2222,4.5556
4.8652,4.6742,4.7079
5,5,5
5,5,5
4.5,3.25,3.5
4.4545,3.6364,3.8182
5,4,5
5,4.8333,5
5,5,5
4.8378,4.4595,4.5676
5,5,5
3.875,2.875,3.375
5,4.5,4.75
5,4.5,5
4.5,4.25,4.25
4.375,3.625,3.5
5,4.75,4.8
5,4.25,4.75
5,5,5
5,5,5
4.9697,4.5152,4.7273
4.4286,4.1071,4.0714
5,5,5
4.3636,3.9091,3.5455
5,4.5,4.5
4.8333,4.1667,4.1667
5,4,4
5,4.25,4.5
5,5,5
4.9167,4.5,4.5833
5,5,5
5,5,5
4.5,4,4.5
5,1,4
4,2,2.5
4.6667,2.6667,2.6667
5,3.6667,4.3333
5,2,3
4,4,3
4.8571,4.5,4.5714
4.6,4,4
4.6667,2.6667,3.3333
4,3.75,3.75
4.5333,3.8667,4.0667
4.3158,3.8947,3.9474
4.9,4.65,4.85
4.8125,4.25,4.1875
5,4,4
5,3,3.6667
4.3333,3.3333,3.3333
4.9583,4.25,4.6667
5,4,4.5
5,4.9,4.9
5,4,5
5,5,5
4.7143,4.2857,3.8571
5,3,4
5,4.5,4
5,3,4
4.6,3.8,4
4.9091,3.9091,4.1818
4.8929,4.1071,4.5714
5,4.5,5
4.1667,3.6667,4.1667
4.5,4.5,4.5
5,3.75,3.75
4.7333,3.9333,4.5333
4.7143,3.5714,4.2857
4.625,4.625,3.75
5,5,5
5,5,5
4.8657,4.6418,4.6418
4.65,4.4,4.2
5,5,5
4,4,4
5,4,4
5,5,4.6
5,5,5
5,4.5,4.5
4.75,4,3.625
5,3.25,3.75
5,2,5
4.8718,4.7949,4.6667
4.7143,4.5714,4.2857
4.8125,4.6875,4.8125
5,5,5
4.8889,4.2222,4.4444
4.1667,4.0833,3.8333
5,4.5,5
5,4.3333,4.6667
4.25,3.5,3.25
5,4.8,4.8
4.7857,4.8929,4.7857
5,4.5,4.3333
4.9355,4.2581,4.5484
4.75,3.5,4.25
5,1,5
4.9412,4.4706,4.4118
4.8182,4.1818,4
5,5,5
4,4,4
4.625,3.75,4.125
4,3.6667,3.6667
4.875,4.875,4.8125
4.2727,4.1818,4.0909
4.6364,4.9091,4.6364
5,3.3333,4.1667
4.8,3.8667,4.2667
4.6429,4.4286,4.4286
4.8,4.4,4.8
5,5,5
4.7255,4.598,4.3922
4.9375,4.5938,4.4063
5,5,5
4.8,4.6,4.6
4.907,4.4651,4.3953
5,5,5
5,5,5
4.9,4.3,4.5
5,5,5
4.7674,4.1163,4.3488
5,5,3.6667
5,5,5
5,4.8889,4.7778
4.7143,4.4286,4.7143
4.7179,4.7628,4.7115
5,3.25,3.5
4.4839,4.6452,4.6452
4.55,4.6,4.55
4.8333,3.8333,3.8333
4.75,4.35,4.25
4.7727,4.3636,4.7273
4,4,4
4.25,4.5,4.5
4.7778,4.6667,4.6667
4.75,4.8125,4.625
4.8571,4.5714,4.4286
5,4.2,5
5,5,5
4,5,5
3,3,3
5,4.3333,4.6667
4.8333,4,4.6667
5,3.5,4
5,1,2
5,5,5
5,4.2857,3.8571
3.4,4,3.4
5,5,5
5,5,5
5,5,5
3,1,2
5,5,5
5,5,4.75
5,3.8,4
4.7368,3.8947,4.4737
4.7179,4,4.0769
4.6957,4.4348,4.1739
4.8462,4.7692,4.7692
5,3.6,4.4
4,4,3
5,4.75,4.75
5,5,5
5,4.1429,3.7143
4,4,4
5,5,5
4.8,3.8,4.2
4.9545,4.4545,4.5455
5,5,5
4.7826,4.6957,4.4783
5,4.75,5
5,4.5,5
4.3333,2,3.3333
5,3,5
4,3.5,3.5
5,4.6,4.5
5,5,5
4.75,4.7917,4.7083
4.6316,3.6842,3.9474
4.8889,4.037,4.4815
4.8393,3.9643,4.3929
4,2.5,3
5,4.5,5
4,4,4
4,3.75,3.75
4.6667,4,4.3333
5,1.6667,2.6667
5,3.3333,4.3333
2.3333,3.6667,2.6667
5,4,4.6667
3.8333,3.5556,3.3333
5,5,5
4.5714,4,4.1429
5,5,5
5,4.5,5
3,4.5,3.5
5,5,5
5,4.8,4.6
3,3,2
4.6,1.95,2.3
4.6667,4.3333,4
4.875,4.5,4.375
4.875,4.5,4.25
5,5,5
3,2.5,2
5,4.75,4.75
5,5,5
4.3333,4,3.8333
4.525,4.075,4.1
4.6364,3.9091,4.1818
5,5,4.5
5,3,4
4.3333,3.6667,4.3333
5,5,5
5,4.1111,4.6667
4.5,3,2.75
5,2.5,3
4.7857,3.4286,3.7143
4.8421,4.4737,4.5263
4.9231,4.6923,4.7692
5,2.5,4
5,2,3
5,5,5
5,4.2222,4.5556
4.8571,4.2857,4.5714
4.5,4,4
4.5,5,3.5
4.8,5,4.8
4,4.5,3.5
4.9,4.6,4.7
4.6324,4.4265,4.1765
4.8182,4.3636,4.4545
4.6667,4,4
5,5,4.8889
5,4.2222,4.7778
4.625,4,4.25
4.5,3.75,4
5,4,4
5,5,5
5,5,5
5,3.5,4.5
4.5714,4.2857,4
5,5,5
5,4.5714,4.8571
5,4.25,4.25
5,4,4.5
4.75,3.8882,4.1382
5,4,4.5714
4.7333,4.3333,4.4667
4.75,4,4
5,2.75,3.25
4,3.907,3.7674
5,3.5,4
4.7143,4.2857,4.2857
5,5,5
5,2.5,1.5
5,4.5,5
5,4,4.6667
4.8,3.8,4.2
4.6667,4.6667,4.6667
5,3.5,4.5
4.6667,5,5
3.6667,2.6667,2.3333
5,5,5
5,4.4444,4.6667
4.2,3.2,4
5,4,4.5
4.8462,4.3846,4.5385
5,5,5
5,4.5,5
4.75,4.75,4.5
5,2,4
4.3333,4.3333,4.3333
5,5,5
4.75,4.25,4.25
4.3333,5,5
4.5,3,3.5
5,1,3
5,5,4.6
4.875,4.75,4.875
4,4,4
5,4.75,5
4.75,3.75,2.75
5,3,4
5,4.5833,4.6667
5,3,5
5,4.5,5
5,5,5
4.25,3.75,4
4.5,4.1667,4.3333
4.72,3.32,3.8
5,5,5
5,4.8182,4.8182
5,4.3333,4.5
4.7,4.65,4.45
5,4.3333,5
5,5,5
5,5,5
3.8571,2.7143,2.7143
4.9091,3.5455,4.1818
4.9091,3.8182,4.2727
4.5,5,4.5
5,4.5714,4.4286
5,5,5
4.75,4.75,4.625
4.75,3.5,4.25
5,4.5,4.5
5,4,5
4.9474,4.3158,4.4737
4.5,4,3.5
5,5,5
5,4.7273,4.7273
5,2,2
4.5,1.5,3.5
5,5,5
5,4.6667,4.8333
5,5,5
5,5,4.5
4.5556,4.2222,4.2778
5,4.75,5
5,5,5
5,5,5
5,5,5
5,5,5
5,4,4
5,5,5
4.75,4.5,4.5
5,5,5
5,4.5,5
4.875,4.75,4.875
5,5,5
3,3,3
4.5,3.625,3.75
5,5,5
4.3333,4,2.6667
3.3333,4.3333,4
5,5,5
5,4,4.75
5,5,5
4.6,3.7,3.9
4.8,4.0667,3.9333
5,4.25,4.5
5,3,4.1
5,4.3333,4.6667
5,4.5882,4.7647
4.9231,4.1538,4.6923
4,3.5,3.75
5,4.6,4.8
4.5,4.5,5
4.5,4.25,4
5,5,5
4.5,3,3
4.7143,4.4286,4.4286
5,4.6667,5
4,1,3
4.5385,3.9231,4.3077
5,4.5,4
5,5,5
4.8824,4.4706,4.6471
5,4.6,4.6
4.75,4,4.25
5,3,5
4.8491,4.8302,4.6604
3.6667,4.1667,4.3333
4.4286,5,5
5,5,5
4.8,3,2.8
5,5,5
4.75,4.7083,4.5
4,5,5
5,5,5
5,5,5
5,5,5
4.8,4,4.4
5,4.5,4.5
5,4.3333,4.3333
4.5,5,5
4.9231,5,4.8462
4.5,5,5
5,5,5
5,2.5,3
5,5,5
4.75,4.5,4.625
4,4.5,4.5
5,5,4
5,4,5
4.6667,4.1111,4.3333
4.8,4.8,4.8
5,5,5
5,3,4
4.8182,4.5455,4.5455
5,5,5
5,5,5
4.8,3.8,4.4
5,5,4
5,5,4
5,5,5
5,1,1
5,4,4
4.2,4.8,4.4
5,3.8,4.8
4.8667,4.3333,4.4
4,4,4
5,5,4
5,5,5
4.6667,5,5
4.625,3.875,3.625
5,5,5
5,1,3
5,5,5
4.7,4.3,4.5
2,4,2
4.85,4.55,4.5
5,4.8333,4.3333
5,5,5
5,5,5
5,5,5
5,5,4
3,3,3
5,5,4
4.7,4.1,3.8
4,4.5,3
5,4,5
5,5,5
5,4.5,5
5,5,4
5,4,5
4.8,2.8,3.6
4,3.5,3.5
5,5,5
5,4.5,4
4.5,4,4
4.9286,4.7143,4.5714
5,5,5
5,4,4
3,3,3
5,2,4
5,5,5
5,4.75,4.75
5,5,5
5,5,5
4.7647,4.7059,4.7647
5,5,4.5
5,5,5
5,4.25,5
5,5,3
5,5,5
5,5,5
5,4,3
4.6429,4.4286,4
4.75,4.875,4.5
4.6667,4,4
4,3,2
5,3,3
4.6667,4,4.6667
4.6,4.8,4.2
5,5,5
5,3.5,4
3.8571,4.2857,4.2857
5,5,5
4.3333,4.6667,5
5,2,1
4,4.4,3.8
1,1,1
5,5,5
5,5,3
5,5,4
5,5,5
3,4,4
5,3,4
4,2,3
4.3333,4.6667,4
5,5,5
5,3.875,4.375
4.6667,3.6667,4
1,1,1
5,4.6667,5
5,5,5
4.8,3.6,4.2
5,5,5
5,4.5,4.5
5,3,5
5,5,5
5,4.5714,4.8571
4.8667,4,4.5333
5,5,5
5,5,5
5,5,5
1,1,1
5,5,5
5,3.75,4.4167
4.5,2.5,3.5
5,4,5
5,4.75,4.75
5,5,5
4,3,3
5,5,5
5,1,2
4.7778,4.5556,4.1111
4,5,5
4.875,4,4
5,5,5
2.5,1.5,1.5
5,2,3
5,4.5,5
5,2,2
3.5,3.5,4
5,4,5
4,4.5,4
5,5,5
5,5,5
5,5,5
5,5,5
5,4.5,4.5
5,4,4.5
5,3,4
4,4,4
5,4.5,5
5,5,5
3,4,2.5
4,3,3.5
4.4,4,3.8
5,3,4
5,5,5
5,5,5
5,5,5
4.75,4.25,4.75
5,3,3
3.7778,3.5556,3.3333
3,1,1
5,5,5
5,5,5
4,5,5
5,3,4
5,5,5
5,3,3
5,4.5,5
4,3.5,3
3.5,4.25,3.25
5,5,5
5,4.25,4.5
5,3.5,4
5,5,5
4.6364,3.6364,4.0144
1,3,1
5,1,1
5,5,5
5,3,4
5,4,3
4.9221,4.5325,4.6623
4.8488,4.5698,4.8256
5,3.6667,4
